Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,BoilGravityMod
6424,37.85,1.048,1.012,4.71,57.19,5.53,45.42,60,70.0,1.5,Specific Gravity,All Grain,0.75,20.0,1.06
6425,40.0,1.046,1.008,5.01,23.8,11.36,42.0,60,70.0,2.0,Specific Gravity,All Grain,,,1.058
6426,24.0,1.041,1.012,3.79,33.91,14.61,27.0,60,78.0,5.75,Specific Gravity,All Grain,0.75,19.0,1.047
6427,20.82,1.057,1.014,5.72,40.9,10.33,28.39,60,65.0,1.5,Specific Gravity,All Grain,,19.72,1.04
6428,22.71,1.052,1.013,5.0,0.0,4.0,13.25,70,75.0,,Specific Gravity,Partial Mash,,,1.064
6429,18.93,1.054,1.014,5.28,38.57,18.53,28.39,60,70.0,1.25,Specific Gravity,All Grain,,20.0,1.124
6430,15.0,1.061,1.015,6.08,34.66,20.24,19.0,60,75.0,,Specific Gravity,BIAB,,,1.113
6431,22.71,1.068,1.015,6.96,65.44,9.82,29.45,60,70.0,,Specific Gravity,BIAB,0.35,21.11,1.035
6432,20.82,1.082,1.019,8.28,89.53,8.71,26.5,60,70.0,1.5,Specific Gravity,All Grain,,,1.043
6433,20.82,1.055,1.01,5.95,32.88,12.09,28.39,60,70.0,1.25,Specific Gravity,All Grain,,18.89,1.047
6434,25.0,1.056,1.009,6.08,90.73,9.53,32.0,90,65.0,,Specific Gravity,BIAB,0.5,20.0,1.075
6435,20.82,1.0659999999999998,1.018,6.29,38.78,28.76,28.39,60,71.0,1.4,Specific Gravity,All Grain,0.35,15.56,1.034
6436,24.61,1.062,1.016,6.03,41.5,29.43,32.18,90,71.0,1.5,Specific Gravity,All Grain,1.0,18.89,1.063
6437,22.0,1.046,1.008,5.0,44.87,5.89,28.5,30,67.0,3.0,Specific Gravity,All Grain,,,1.105
6438,18.17,1.061,1.018,5.64,64.17,10.66,11.36,60,35.0,,Specific Gravity,extract,,18.33,1.052
6439,22.0,1.048,1.011,4.77,50.93,6.01,27.0,80,69.0,,Specific Gravity,BIAB,,20.0,1.039
6440,37.85,1.069,1.017,6.8,74.5,8.34,45.42,80,75.0,1.5,Specific Gravity,All Grain,0.35,20.56,1.042
6441,20.82,1.077,1.012,8.48,45.35,6.5,25.55,60,71.0,1.5,Specific Gravity,All Grain,1.25,20.0,1.0490000000000002
6442,17.0,1.051,1.012,5.09,39.74,7.07,21.0,60,75.0,3.0,Specific Gravity,All Grain,0.5,20.0,1.075
6443,18.93,1.064,1.012,6.78,70.35,5.26,11.36,60,35.0,,Specific Gravity,extract,,,1.0590000000000002
6444,20.82,1.075,1.019,7.82,62.65,4.97,28.39,60,60.0,1.5,Specific Gravity,All Grain,,,1.3408930163447252
6445,21.96,1.055,1.013,5.58,15.89,4.68,11.36,60,35.0,,Specific Gravity,Partial Mash,0.75,20.0,1.043
6446,20.82,1.094,1.032,8.09,35.97,47.84,24.61,60,73.0,,Specific Gravity,BIAB,0.5,19.44,1.037
6447,18.93,1.068,1.016,6.87,33.95,3.24,22.71,60,35.0,,Specific Gravity,extract,0.35,23.89,1.055
6448,20.82,1.046,1.01,4.61,50.2,7.79,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,1.045
6449,22.0,19.2244,5.64645,7.52,94.84,13.27,26.0,60,70.0,8.0,Plato,All Grain,,23.0,1.032
6450,18.93,1.051,1.012,5.22,18.67,3.67,27.78,60,68.0,1.25,Specific Gravity,All Grain,0.75,20.0,1.047
6451,17.03,1.061,1.017,5.79,24.06,3.87,24.61,70,70.0,1.5,Specific Gravity,All Grain,1.0,21.11,1.051
6452,20.82,1.0490000000000002,1.013,4.67,64.4,4.69,25.55,60,68.0,1.5,Specific Gravity,All Grain,1.0,18.89,1.034
6453,200.0,1.053,1.013,5.24,0.0,5.36,230.0,60,70.0,1.5,Specific Gravity,All Grain,,,1.056
6454,11.0,1.042,1.008,4.45,22.47,5.34,13.0,40,65.0,,Specific Gravity,BIAB,,17.0,1.04
6455,18.93,1.087,1.023,8.47,112.63,12.27,13.89,60,35.0,,Specific Gravity,extract,,,1.0490000000000002
6456,20.82,1.057,1.014,5.56,55.57,4.19,30.28,60,78.0,,Specific Gravity,BIAB,,,1.2288499335989376
6457,41.64,1.068,1.015,7.06,84.33,8.38,53.0,60,75.0,1.5,Specific Gravity,All Grain,0.35,20.0,1.039
6458,37.85,1.078,1.023,7.18,8.68,6.57,45.42,60,70.0,1.2,Specific Gravity,All Grain,,,1.035
6459,20.82,1.072,1.018,7.11,181.35,5.44,28.39,60,71.0,,Specific Gravity,BIAB,1.25,17.78,1.055
6460,6.0,1.072,1.017,7.28,58.6,4.5,7.0,60,70.0,,Specific Gravity,BIAB,0.35,19.0,1.068
6461,19.87,1.072,1.017,7.19,63.28,8.86,24.61,90,75.0,1.31,Specific Gravity,All Grain,0.75,16.67,1.11
6462,22.71,1.057,1.011,6.07,65.81,6.72,28.39,90,67.0,1.5,Specific Gravity,All Grain,,20.0,1.051
6463,22.71,1.0659999999999998,1.019,6.53,54.11,7.39,26.5,60,78.0,1.5,Specific Gravity,All Grain,0.35,18.33,1.06
6464,21.77,1.071,1.016,7.16,46.36,6.25,25.55,60,75.0,1.5,Specific Gravity,All Grain,,,1.063
6465,45.0,1.078,1.013,8.46,40.75,7.21,52.0,60,75.0,2.5,Specific Gravity,All Grain,,19.0,1.053
6466,40.0,1.052,1.014,4.98,20.79,23.96,47.0,60,75.0,3.0,Specific Gravity,All Grain,,19.0,1.043
6467,20.0,12.4618,3.2951900000000003,4.91,25.7,4.18,24.0,60,65.0,2.5,Plato,All Grain,,,1.036
6468,20.5,1.067,1.017,6.56,69.68,8.26,27.0,60,60.0,3.0,Specific Gravity,All Grain,,,1.041
6469,20.82,1.075,1.018,7.55,211.66,5.89,26.5,60,70.0,1.5,Specific Gravity,All Grain,,18.89,1.0590000000000002
6470,20.82,1.058,1.011,6.2,47.59,5.22,22.71,30,35.0,,Specific Gravity,extract,,21.11,1.085
6471,20.82,1.061,1.017,5.81,31.33,11.83,11.36,60,60.0,,Specific Gravity,Partial Mash,0.75,22.22,1.052
6472,20.82,1.072,1.022,6.49,51.78,39.91,26.5,90,68.0,1.4,Specific Gravity,All Grain,1.0,18.89,1.039
6473,9.0,1.051,1.011,5.21,46.58,8.89,6.0,60,70.0,,Specific Gravity,Partial Mash,,20.0,1.045
6474,20.82,1.057,1.01,6.24,65.07,11.26,28.39,60,60.0,1.25,Specific Gravity,All Grain,,,1.3286333398552141
6475,40.13,1.058,1.01,6.36,74.91,3.74,47.32,60,75.0,1.5,Specific Gravity,All Grain,0.35,20.0,1.044
6476,18.93,1.054,1.013,5.41,48.14,4.49,26.5,60,35.0,,Specific Gravity,extract,,22.22,1.046
6477,17.03,1.053,1.01,5.59,46.33,3.31,18.93,30,80.0,1.5,Specific Gravity,All Grain,,,1.041
6478,25.0,1.045,1.012,4.29,27.23,14.71,29.0,90,79.0,,Specific Gravity,All Grain,0.75,18.0,1.051
6479,22.71,1.073,1.018,7.31,29.55,11.9,24.61,60,35.0,,Specific Gravity,extract,0.35,20.0,1.088
6480,3.79,1.055,1.01,5.8,45.98,4.62,5.68,60,70.0,1.5,Specific Gravity,All Grain,,,1.038
6481,12.3,1.045,1.009,4.7,44.97,4.49,15.14,60,74.0,,Specific Gravity,BIAB,0.75,20.0,1.056
6482,20.1,1.055,1.014,5.56,16.04,4.18,26.1,60,70.0,,Specific Gravity,BIAB,,,1.056
6483,18.93,1.055,1.016,5.09,27.35,24.92,18.93,70,60.0,,Specific Gravity,Partial Mash,0.35,20.0,1.051
6484,20.82,1.067,1.013,7.01,145.73,13.11,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.35,21.11,1.1
6485,18.93,1.04,1.009,4.02,14.11,2.29,22.71,55,35.0,,Specific Gravity,extract,0.35,22.22,1.051
6486,20.82,1.053,1.009,5.78,54.36,5.82,27.44,60,75.0,,Specific Gravity,BIAB,,18.33,1.042
6487,20.82,1.045,1.01,4.6,27.72,4.73,24.61,60,70.0,1.4,Specific Gravity,All Grain,0.75,17.78,1.058
6488,30.28,1.09,1.021,9.06,131.75,8.67,37.85,60,78.0,1.25,Specific Gravity,All Grain,0.35,18.33,1.034
6489,1760.22,9.57543,2.45086,3.77,12.71,3.73,1798.07,60,80.0,1.5,Plato,All Grain,,,1.039
6490,20.0,1.053,1.01,5.59,39.53,7.01,28.5,60,75.0,3.1,Specific Gravity,All Grain,1.0,20.0,1.029
6491,20.82,1.055,1.01,5.9,33.37,9.8,28.39,60,65.0,1.5,Specific Gravity,All Grain,,21.11,1.044
6492,23.0,1.096,1.023,9.52,70.25,14.93,28.0,60,75.0,,Specific Gravity,All Grain,0.75,19.0,1.0490000000000002
6493,22.71,1.054,1.013,5.28,39.14,8.46,28.39,70,72.0,1.4,Specific Gravity,All Grain,1.0,20.0,1.039
6494,18.93,1.089,1.029,7.92,84.89,8.66,24.61,60,70.0,1.3,Specific Gravity,All Grain,0.75,21.11,1.046
6495,38.0,1.068,1.017,6.66,59.87,9.22,39.9,60,70.0,2.9,Specific Gravity,All Grain,,21.0,1.2428501978518935
6496,18.93,1.088,1.022,8.61,169.97,14.38,26.5,60,70.0,1.5,Specific Gravity,All Grain,0.35,18.33,1.048
6497,24.61,1.06,1.012,6.31,66.82,7.29,34.07,60,70.0,1.3,Specific Gravity,All Grain,0.75,20.0,1.056
6498,20.82,1.056,1.011,5.98,39.92,5.8,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.5,18.33,1.041
6499,22.0,1.063,1.013,6.65,47.54,11.23,7.5,60,75.0,,Specific Gravity,Partial Mash,0.5,20.0,1.056
6500,25.0,1.054,1.013,5.42,22.07,6.39,28.0,90,75.0,4.3,Specific Gravity,All Grain,0.75,23.0,1.044
6501,20.82,1.061,1.017,5.71,15.19,22.93,28.39,60,75.0,1.5,Specific Gravity,All Grain,,21.11,1.033
6502,18.93,1.053,1.014,5.1,53.41,4.71,21.58,60,70.0,1.38,Specific Gravity,All Grain,0.35,19.44,1.051
6503,21.0,1.0490000000000002,1.009,5.22,33.89,7.87,27.0,75,55.0,,Specific Gravity,BIAB,,20.0,1.035
6504,20.0,1.048,1.013,4.59,19.21,3.47,28.5,60,65.0,3.0,Specific Gravity,All Grain,,,1.039
6505,25.0,1.052,1.011,5.43,59.96,6.25,28.0,60,75.0,3.0,Specific Gravity,All Grain,,,1.058
6506,280.0,1.042,1.007,4.55,24.43,8.65,300.0,60,70.0,3.0,Specific Gravity,All Grain,0.75,18.0,1.112
6507,20.82,1.044,1.013,4.15,47.55,4.67,28.39,60,80.0,1.5,Specific Gravity,All Grain,0.35,17.22,1.045
6508,15.14,1.068,1.019,6.45,28.87,6.55,24.61,60,70.0,1.25,Specific Gravity,All Grain,,20.0,1.063
6509,20.82,1.06,1.011,6.48,81.77,11.15,24.61,60,60.0,1.25,Specific Gravity,All Grain,1.0,20.56,1.039
6510,39.75,1.051,1.009,5.61,36.06,6.81,45.42,60,70.0,2.81,Specific Gravity,All Grain,0.75,20.0,1.042
6511,20.82,1.054,1.01,5.74,38.06,14.94,9.46,60,65.0,,Specific Gravity,Partial Mash,0.5,20.0,1.2455469146238378
6512,18.93,1.04,1.012,3.63,50.46,5.08,26.5,75,35.0,1.5,Specific Gravity,All Grain,,18.33,8.9
6513,20.82,1.069,1.019,6.55,61.06,9.42,24.61,60,75.0,,Specific Gravity,All Grain,0.5,20.0,1.038
6514,43.53,1.065,1.016,6.5,131.65,14.84,53.0,60,80.0,1.33,Specific Gravity,All Grain,,,1.085
6515,17.03,1.061,1.013,6.21,23.69,2.9,9.46,60,35.0,,Specific Gravity,extract,,29.44,1.038
6516,20.82,1.063,1.014,6.55,72.44,6.64,24.61,75,70.0,1.5,Specific Gravity,All Grain,,,1.031
6517,20.82,1.048,1.011,4.77,47.78,8.48,28.39,60,75.0,1.5,Specific Gravity,All Grain,1.0,20.0,1.06
6518,25.0,1.056,1.013,5.7,52.87,8.92,32.0,60,66.0,3.0,Specific Gravity,All Grain,,,1.057
6519,20.82,1.075,1.015,7.8,56.85,14.26,25.55,60,75.0,,Specific Gravity,BIAB,,20.0,1.038
6520,492.1,1.056,1.01,6.09,27.09,3.35,416.4,60,82.0,1.3,Specific Gravity,All Grain,,20.0,1.035
6521,20.82,1.0490000000000002,1.012,4.84,35.98,6.66,26.5,60,70.0,,Specific Gravity,All Grain,,,1.3286333398552141
6522,18.93,1.06,1.02,5.25,26.07,33.08,26.5,60,70.0,1.5,Specific Gravity,All Grain,0.35,18.89,1.044
6523,20.82,1.045,1.009,4.77,37.61,12.36,15.14,60,35.0,,Specific Gravity,extract,,15.56,1.044
6524,45.0,1.053,1.01,5.62,75.82,5.75,50.0,80,70.0,,Specific Gravity,All Grain,,16.0,1.2353589385474861
6525,20.82,1.0490000000000002,1.013,4.78,18.89,44.83,28.39,60,70.0,,Specific Gravity,BIAB,,20.0,1.048
6526,22.5,1.0490000000000002,1.009,5.27,25.62,4.3,25.5,60,70.0,3.37,Specific Gravity,All Grain,,19.0,1.054
6527,14.95,1.053,1.015,5.02,281.09,9.64,9.46,60,35.0,,Specific Gravity,extract,,,1.046
6528,56.78,1.073,1.007,8.6,241.38,8.81,64.35,90,70.0,,Specific Gravity,All Grain,,,1.035
6529,21.0,1.053,1.01,5.63,50.95,8.25,26.0,60,73.0,3.4,Specific Gravity,All Grain,,18.0,1.036
6530,46.0,1.0659999999999998,1.011,7.16,87.02,7.12,60.0,60,70.0,3.0,Specific Gravity,All Grain,,21.0,1.085
6531,18.93,1.067,1.023,5.87,0.0,3.31,18.93,60,35.0,,Specific Gravity,extract,,,1.038
6532,17.0,1.063,1.014,6.43,53.26,5.58,21.0,60,70.0,4.0,Specific Gravity,All Grain,0.75,19.0,1.044
6533,20.82,1.06,1.011,6.51,61.35,5.51,28.39,60,70.0,1.33,Specific Gravity,All Grain,0.35,19.44,1.052
6534,20.82,1.09,1.025,8.56,105.28,11.56,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.35,15.56,1.044
6535,22.0,1.062,1.012,6.55,59.65,4.0,26.0,60,70.0,3.3,Specific Gravity,All Grain,0.35,19.0,1.118
6536,18.93,1.0490000000000002,1.009,5.25,67.03,7.56,11.36,60,35.0,,Specific Gravity,extract,0.35,,1.048
6537,24.0,1.056,1.011,6.0,81.49,5.17,28.7,60,61.0,,Specific Gravity,BIAB,,,1.034
6538,37.85,1.068,1.019,6.42,50.75,4.51,53.0,60,71.0,1.5,Specific Gravity,All Grain,,20.0,1.048
6539,41.64,1.069,1.016,6.96,54.74,4.53,48.26,60,70.0,1.15,Specific Gravity,All Grain,0.5,20.0,1.046
6540,21.0,1.07,1.015,7.22,75.21,3.74,25.0,60,75.0,,Specific Gravity,BIAB,1.0,18.0,1.056
6541,60.0,1.042,1.008,4.43,16.45,13.14,90.0,60,70.0,3.0,Specific Gravity,All Grain,,,1.048
6542,22.71,1.051,1.013,5.0,48.3,7.55,32.18,90,68.0,1.5,Specific Gravity,All Grain,0.75,21.11,1.065
6543,3.8,1.041,1.01,4.03,85.49,8.0,4.7,60,70.0,2.9,Specific Gravity,All Grain,,18.0,1.09
6544,22.71,1.058,1.01,6.23,19.63,6.35,28.39,60,75.0,,Specific Gravity,BIAB,0.75,23.89,1.046
6545,10.6,1.047,1.011,4.66,28.85,2.97,13.25,60,35.0,,Specific Gravity,extract,0.5,22.22,1.043
6546,45.0,1.065,1.017,6.34,70.91,10.95,50.0,90,70.0,3.0,Specific Gravity,All Grain,0.5,19.0,1.078
6547,15.0,1.0590000000000002,1.015,5.78,0.0,15.93,11.0,60,70.0,,Specific Gravity,Partial Mash,,,1.035
6548,3.79,1.056,1.014,5.56,41.48,6.57,28.39,60,75.0,,Specific Gravity,All Grain,,,1.032
6549,41.64,1.057,1.013,5.72,44.77,40.0,49.21,60,70.0,1.5,Specific Gravity,All Grain,,,1.043
6550,11.36,1.046,1.01,4.63,56.61,45.49,18.93,60,35.0,1.5,Specific Gravity,All Grain,,20.0,1.091
6551,37.85,1.043,1.012,4.08,23.12,3.48,45.42,60,80.0,,Specific Gravity,All Grain,0.35,18.33,1.069
6552,20.82,1.042,1.01,4.14,22.38,3.47,11.36,60,35.0,,Specific Gravity,extract,,20.0,1.043
6553,20.0,1.061,1.015,6.04,48.56,8.23,26.0,90,80.0,,Specific Gravity,BIAB,,19.0,1.043
6554,22.71,1.064,1.017,6.19,70.41,8.5,28.39,60,73.0,1.5,Specific Gravity,All Grain,0.75,16.67,1.05
6555,22.71,1.064,1.015,6.42,38.26,44.58,28.39,60,54.0,1.5,Specific Gravity,All Grain,,,12.3
6556,20.82,1.051,1.009,5.43,39.11,15.03,25.55,60,65.0,,Specific Gravity,BIAB,,20.0,1.042
6557,23.0,1.054,1.015,5.09,34.79,18.68,28.5,60,77.0,3.0,Specific Gravity,All Grain,0.75,20.0,1.052
6558,65.0,1.045,1.011,4.51,36.2,5.03,70.0,60,75.0,2.5,Specific Gravity,All Grain,,20.0,1.067
6559,20.82,1.043,1.011,4.25,27.84,8.32,26.5,60,70.0,2.0,Specific Gravity,All Grain,,,1.044
6560,22.71,1.075,1.017,7.57,0.0,6.65,28.39,60,78.0,,Specific Gravity,All Grain,,,1.026
6561,23.0,1.058,1.012,6.13,51.42,7.04,28.4,80,70.0,3.68,Specific Gravity,All Grain,1.25,21.0,1.055
6562,14.0,1.041,1.007,4.38,47.91,5.5,21.0,60,60.0,,Specific Gravity,BIAB,,15.0,1.044
6563,105.99,1.056,1.017,5.12,36.52,5.87,121.13,60,75.0,1.5,Specific Gravity,All Grain,0.75,21.11,1.048
6564,50.0,1.052,1.013,5.14,20.12,8.04,50.0,60,70.0,3.0,Specific Gravity,All Grain,,,1.044
6565,13.0,1.056,1.014,5.47,55.21,4.29,16.0,60,72.0,3.0,Specific Gravity,All Grain,,18.0,1.093
6566,37.85,1.053,1.018,4.7,19.12,7.89,49.21,60,70.0,,Specific Gravity,Partial Mash,,20.0,1.05
6567,20.82,1.056,1.017,5.15,30.33,12.22,26.5,70,35.0,,Specific Gravity,extract,,20.0,1.042
6568,20.0,1.0490000000000002,1.011,4.97,47.23,7.39,32.0,60,65.0,,Specific Gravity,BIAB,,,1.052
6569,19.87,1.054,1.01,5.81,48.44,5.72,26.5,60,80.0,,Specific Gravity,BIAB,0.75,19.44,1.155
6570,22.0,1.047,1.015,4.21,33.96,15.7,30.0,60,65.0,,Specific Gravity,BIAB,,20.0,1.039
6571,8.0,1.081,1.019,8.08,39.16,20.15,12.0,60,65.0,,Specific Gravity,BIAB,,20.0,1.039
6572,18.93,1.041,1.008,4.24,24.72,10.67,22.71,60,70.0,1.44,Specific Gravity,All Grain,0.75,20.0,1.078
6573,22.71,1.069,1.012,7.77,48.81,5.43,29.9,81,73.0,1.5,Specific Gravity,All Grain,,,1.048
6574,21.77,1.058,1.011,6.27,68.73,6.37,32.18,60,71.0,1.4,Specific Gravity,All Grain,1.0,20.0,1.107
6575,20.82,1.041,1.01,4.17,14.36,3.39,25.74,60,72.0,1.25,Specific Gravity,All Grain,,,1.051
6576,22.71,1.057,1.013,5.75,53.86,12.05,30.28,60,70.0,,Specific Gravity,BIAB,0.75,16.67,1.064
6577,24.0,1.0490000000000002,1.009,5.31,30.12,8.57,28.5,60,75.0,,Specific Gravity,BIAB,0.75,19.0,1.047
6578,20.82,1.068,1.016,6.82,138.7,5.62,28.39,60,70.0,1.2,Specific Gravity,All Grain,0.5,20.0,1.044
6579,20.82,1.06,1.015,5.9,61.54,10.71,28.39,60,72.0,1.25,Specific Gravity,All Grain,,20.0,10.8
6580,3.79,1.065,1.02,5.98,34.08,5.33,3.79,40,30.0,,Specific Gravity,extract,0.35,21.11,1.038
6581,21.0,1.063,1.013,6.61,55.0,6.71,28.5,60,70.0,3.0,Specific Gravity,All Grain,,20.0,1.046
6582,51.0,1.062,1.011,6.63,64.08,11.38,56.0,60,80.0,3.0,Specific Gravity,All Grain,1.0,19.0,1.052
6583,20.82,1.038,1.007,4.13,21.92,2.96,26.5,60,75.0,,Specific Gravity,All Grain,,,1.036
6584,15.14,1.051,1.012,5.13,0.0,3.59,22.33,60,69.0,1.5,Specific Gravity,All Grain,0.75,20.0,1.063
6585,20.82,1.067,1.017,6.58,98.2,14.48,27.63,75,70.0,,Specific Gravity,All Grain,,20.0,1.0590000000000002
6586,12.0,1.062,1.019,5.57,66.8,7.56,10.0,90,65.0,,Specific Gravity,BIAB,,20.0,1.2428501978518935
6587,56.78,1.046,1.007,5.08,6.66,9.21,64.35,60,84.0,1.1,Specific Gravity,All Grain,0.5,18.33,1.046
6588,8.0,1.044,1.009,4.67,23.77,4.19,9.3,60,75.0,2.7,Specific Gravity,All Grain,0.35,23.0,1.058
6589,22.71,1.068,1.016,6.83,61.63,8.83,28.39,60,70.0,,Specific Gravity,BIAB,0.35,20.56,1.05
6590,20.82,1.058,1.011,6.2,27.65,11.17,26.5,60,55.0,2.15,Specific Gravity,All Grain,,,1.054
6591,23.0,1.063,1.016,6.18,68.93,6.65,32.5,60,70.0,,Specific Gravity,All Grain,,20.0,1.0659999999999998
6592,18.93,1.0490000000000002,1.012,4.97,18.93,3.82,24.61,90,70.0,1.33,Specific Gravity,All Grain,,18.33,1.038
6593,20.82,1.056,1.013,5.66,62.8,6.17,24.61,60,65.0,1.3,Specific Gravity,All Grain,1.25,18.89,1.036
6594,20.82,1.055,1.013,5.55,44.09,4.7,24.61,60,73.0,,Specific Gravity,BIAB,,,1.042
6595,45.42,1.052,1.01,5.57,42.6,12.26,56.78,90,80.0,1.5,Specific Gravity,All Grain,,16.67,1.05
6596,22.71,1.06,1.015,5.95,49.13,5.43,15.14,60,75.0,,Specific Gravity,Partial Mash,,,1.057
6597,18.93,1.055,1.01,5.82,28.57,12.59,26.5,60,72.0,1.4,Specific Gravity,All Grain,,,1.041
6598,20.82,1.065,1.011,7.06,64.56,9.11,28.39,60,75.0,,Specific Gravity,BIAB,0.35,21.67,1.0490000000000002
6599,39.75,1.056,1.014,5.55,24.73,13.08,47.32,75,70.0,1.5,Specific Gravity,All Grain,0.5,18.33,1.04
6600,22.71,1.07,1.017,7.07,328.32,4.75,30.28,90,70.0,1.25,Specific Gravity,All Grain,1.0,18.33,1.052
6601,24.0,1.0759999999999998,1.015,7.97,62.77,10.92,28.5,20,80.0,,Specific Gravity,BIAB,,20.0,1.044
6602,20.82,1.057,1.013,5.84,27.16,6.77,24.61,60,70.0,1.5,Specific Gravity,All Grain,,18.89,1.05
6603,22.0,1.05,1.01,5.17,47.27,3.41,26.0,60,80.0,3.8,Specific Gravity,All Grain,0.75,20.0,1.051
6604,40.0,1.055,1.012,5.66,23.31,14.25,45.0,60,60.0,3.0,Specific Gravity,All Grain,,,1.046
6605,9.46,1.056,1.014,5.46,25.68,6.11,15.14,30,35.0,,Specific Gravity,extract,,,1.042
6606,20.82,1.0759999999999998,1.013,8.23,42.94,14.82,24.61,60,79.0,1.25,Specific Gravity,All Grain,0.75,18.89,1.04
6607,24.61,1.064,1.015,6.41,49.32,5.94,45.42,90,84.0,,Specific Gravity,BIAB,,21.11,1.047
6608,23.0,1.06,1.015,5.95,0.0,25.03,26.0,90,70.0,,Specific Gravity,BIAB,,,1.039
6609,18.93,1.05,1.013,4.9,36.09,3.86,11.36,60,35.0,,Specific Gravity,extract,0.35,18.33,1.061
6610,20.82,1.07,1.012,7.62,96.35,5.86,28.39,60,72.0,,Specific Gravity,BIAB,,18.33,1.04
6611,22.0,1.02,1.005,2.06,76.13,7.57,28.0,90,35.0,3.0,Specific Gravity,All Grain,,,1.042
6612,435.32,1.07,1.017,6.93,51.67,4.0,492.1,60,80.0,,Specific Gravity,Partial Mash,,,1.048
6613,1059.92,1.053,1.011,5.6,31.08,19.07,1211.33,60,70.0,1.5,Specific Gravity,All Grain,0.75,17.78,1.041
6614,18.93,1.065,1.019,6.04,41.25,5.91,28.39,60,70.0,1.25,Specific Gravity,All Grain,,20.0,1.05
6615,20.0,1.058,1.011,6.15,218.71,8.98,28.5,60,70.0,3.0,Specific Gravity,All Grain,,19.0,1.0490000000000002
6616,21.0,1.062,1.011,6.73,39.88,8.21,28.4,60,60.0,3.2,Specific Gravity,All Grain,0.5,23.0,1.04
6617,22.0,1.0590000000000002,1.011,6.34,42.55,13.57,28.0,60,70.0,,Specific Gravity,BIAB,,20.0,1.034
6618,20.82,1.073,1.017,7.3,69.88,12.43,28.39,60,75.0,1.33,Specific Gravity,All Grain,,20.0,1.065
6619,18.93,1.057,1.013,5.67,51.93,6.59,25.55,60,60.0,1.5,Specific Gravity,All Grain,,20.0,1.039
6620,50.0,1.048,1.011,4.82,0.0,5.59,50.0,60,70.0,4.0,Specific Gravity,All Grain,,,1.048
6621,22.71,1.071,1.02,6.71,147.07,6.3,32.18,60,60.0,1.33,Specific Gravity,All Grain,0.75,18.89,1.07
6622,20.82,1.051,1.011,5.25,49.38,6.36,28.39,60,75.0,,Specific Gravity,BIAB,0.75,20.0,1.039
6623,2000.0,1.047,1.012,4.67,54.01,28.8,2000.0,90,69.0,3.0,Specific Gravity,All Grain,,,1.137
6624,53.0,1.016,1.004,1.56,109.37,2.88,45.42,60,35.0,1.5,Specific Gravity,All Grain,,20.0,1.065
6625,18.93,1.056,1.013,5.64,83.86,19.35,28.39,60,75.0,1.5,Specific Gravity,All Grain,,21.11,1.044
6626,23.0,1.051,1.004,6.19,31.11,4.19,28.5,60,63.0,,Specific Gravity,BIAB,,23.0,1.04
6627,53.0,1.044,1.009,4.63,96.99,3.47,62.0,60,67.0,3.0,Specific Gravity,All Grain,,20.0,1.052
6628,20.82,1.062,1.014,6.31,51.23,39.71,28.39,90,75.0,,Specific Gravity,BIAB,,18.89,1.036
6629,22.5,1.048,1.011,4.82,25.97,4.28,10.0,60,35.0,,Specific Gravity,extract,,19.0,1.055
6630,20.82,1.05,1.008,5.42,37.14,8.45,24.61,60,60.0,1.25,Specific Gravity,All Grain,,,1.031
6631,10.3,1.04,1.01,3.94,12.67,3.25,10.5,60,65.0,4.0,Specific Gravity,All Grain,,23.0,1.045
6632,41.64,1.063,1.018,5.96,188.81,6.25,43.53,60,70.0,,Specific Gravity,All Grain,,,1.053
6633,20.82,1.08,1.018,8.07,143.24,11.12,28.39,60,70.0,,Specific Gravity,BIAB,1.0,18.33,1.043
6634,18.93,1.047,1.009,5.04,0.0,11.31,18.93,60,70.0,1.5,Specific Gravity,All Grain,0.35,18.33,1.067
6635,18.93,1.045,1.01,4.55,23.2,15.72,18.93,60,65.0,,Specific Gravity,Partial Mash,0.75,18.33,1.02
6636,20.82,1.055,1.01,5.8,37.77,7.51,17.03,60,35.0,,Specific Gravity,extract,,,1.042
6637,25.0,1.048,1.011,4.89,33.94,8.57,28.0,60,83.0,,Specific Gravity,All Grain,,,1.042
6638,21.0,1.057,1.011,6.02,43.0,5.42,28.5,60,70.0,3.0,Specific Gravity,All Grain,,21.0,1.047
6639,18.93,1.069,1.015,7.11,82.41,6.54,28.39,75,70.0,,Specific Gravity,All Grain,,,1.011
6640,22.71,1.058,1.009,6.38,38.09,5.32,27.44,60,70.0,,Specific Gravity,BIAB,0.75,23.89,11.4
6641,13.25,1.056,1.01,6.08,11.68,12.21,18.93,60,75.0,1.5,Specific Gravity,All Grain,,22.22,1.04
6642,18.93,1.058,1.014,5.86,48.48,10.16,15.14,60,35.0,,Specific Gravity,extract,,,1.051
6643,20.82,1.0590000000000002,1.013,6.04,28.37,18.01,28.39,60,75.0,,Specific Gravity,BIAB,0.75,21.11,1.098
6644,8.33,1.062,1.013,6.34,32.27,4.45,11.36,40,35.0,,Specific Gravity,extract,0.35,18.33,1.047
