Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,Style,BoilGravityMod,PrimaryTempMod
13242,20.82,1.055,1.013,5.48,41.97,5.19,24.61,60,84.0,,Specific Gravity,BIAB,,American Pale Ale,1.047,17.78
13243,20.82,1.06,1.017,5.62,27.76,14.0,26.65,60,71.0,1.5,Specific Gravity,All Grain,0.75,Irish Red Ale,1.047,18.89
13244,8.52,1.073,1.016,7.51,36.83,3.61,10.41,60,75.0,,Specific Gravity,BIAB,,Saison,1.06,21.67
13245,23.0,1.05,1.01,5.3,20.07,3.54,27.0,60,72.0,3.1,Specific Gravity,All Grain,0.75,Witbier,1.043,20.0
13246,9.46,1.053,1.01,5.61,22.5,8.58,11.36,15,35.0,,Specific Gravity,extract,,American Pale Ale,1.044,21.11
13247,13.0,1.06,1.014,6.13,66.65,8.01,28.5,60,70.0,,Specific Gravity,BIAB,,American IPA,1.028,20.0
13248,18.93,1.048,1.008,5.28,23.08,4.49,22.71,60,60.0,,Specific Gravity,BIAB,0.5,Blonde Ale,1.04,20.0
13249,20.82,1.061,1.014,6.22,84.48,7.89,28.39,60,70.0,1.25,Specific Gravity,All Grain,0.75,American Light Lager,1.045,21.11
13250,20.82,1.058,1.015,5.73,0.0,6.85,18.93,60,75.0,,Specific Gravity,Partial Mash,,Saison,1.2428501978518935,22.531239349341597
13251,20.82,14.1145,2.78702,6.09,42.75,12.55,28.39,60,79.0,1.5,Plato,All Grain,1.25,American Brown Ale,10.5,20.0
13252,3.79,1.054,1.015,5.09,40.95,6.07,4.73,60,35.0,,Specific Gravity,extract,1.0,American Pale Ale,1.043,21.11
13253,40.0,1.057,1.01,6.27,61.55,10.64,46.0,60,70.0,2.6,Specific Gravity,All Grain,,American IPA,1.05,19.576690909090907
13254,1173.48,14.7117,3.81824,5.89,31.87,6.75,1408.17,60,85.0,1.5,Plato,All Grain,,Saison,12.4,22.531239349341597
13255,23.28,1.06,1.012,6.34,64.69,11.42,26.5,75,85.0,,Specific Gravity,BIAB,1.0,American IPA,1.053,20.0
13256,5.68,1.0759999999999998,1.011,8.55,16.84,7.85,8.9,60,80.0,,Specific Gravity,BIAB,,Blonde Ale,1.0490000000000002,19.237696693272518
13257,18.93,1.054,1.011,5.6,12.32,24.47,24.61,60,70.0,1.5,Specific Gravity,All Grain,,American Brown Ale,1.041,19.499524680073122
13258,20.82,1.057,1.015,5.57,58.88,9.0,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.042,21.11
13259,41.64,1.052,1.009,5.6,45.38,32.62,49.21,75,75.0,1.5,Specific Gravity,All Grain,1.25,American Stout,1.044,19.538883333333334
13260,27.0,1.048,1.008,5.25,22.39,2.76,32.0,90,75.0,,Specific Gravity,BIAB,,American Pale Ale,1.041,20.0
13261,20.0,1.047,1.009,5.03,41.26,7.06,24.0,80,70.0,4.0,Specific Gravity,All Grain,0.5,American Pale Ale,1.039,20.0
13262,20.82,1.048,1.005,5.67,36.81,11.62,28.39,60,52.0,1.3,Specific Gravity,All Grain,0.35,American Amber Ale,1.035,20.0
13263,18.93,1.048,1.011,4.82,57.05,5.12,28.39,60,70.0,1.6,Specific Gravity,All Grain,0.35,American Pale Ale,1.032,20.0
13264,21.77,1.06,1.012,6.29,40.77,8.65,27.44,60,84.0,,Specific Gravity,All Grain,,American Pale Ale,1.3286333398552141,19.508305489260145
13265,397.47,1.068,1.018,6.66,0.0,4.45,567.81,60,70.0,1.33,Specific Gravity,All Grain,0.75,Blonde Ale,1.048,20.0
13266,20.82,1.0490000000000002,1.013,4.78,19.32,4.08,24.61,60,65.0,1.5,Specific Gravity,All Grain,0.5,Blonde Ale,1.042,20.0
13267,43.53,1.051,1.014,4.79,18.17,3.38,49.21,60,75.0,1.33,Specific Gravity,All Grain,1.25,Blonde Ale,1.045,18.89
13268,19.87,1.057,1.01,6.28,62.15,4.72,30.28,60,70.0,1.3,Specific Gravity,All Grain,0.75,American IPA,1.038,19.576690909090907
13269,20.0,1.056,1.014,5.55,37.79,3.66,28.4,60,70.0,3.1,Specific Gravity,All Grain,,American IPA,1.04,19.576690909090907
13270,18.93,1.053,1.01,5.64,32.09,6.09,28.39,60,65.0,1.5,Specific Gravity,All Grain,0.5,American Pale Ale,1.035,21.67
13271,20.44,1.064,1.013,6.69,81.58,9.75,28.01,60,68.0,1.5,Specific Gravity,All Grain,1.0,American IPA,1.047,18.33
13272,45.42,1.06,1.012,6.52,77.06,7.37,53.0,60,75.0,1.4,Specific Gravity,All Grain,0.35,American IPA,1.051,20.0
13273,20.82,1.047,1.013,4.47,31.45,4.28,28.39,60,75.0,,Specific Gravity,All Grain,,Blonde Ale,1.2455469146238378,19.237696693272518
13274,20.82,1.0590000000000002,1.016,5.66,27.93,17.07,24.61,60,70.0,,Specific Gravity,All Grain,,Irish Red Ale,1.05,18.33
13275,23.0,1.046,1.012,4.41,37.0,6.2,28.5,60,79.0,,Specific Gravity,BIAB,,American Pale Ale,1.037,18.0
13276,24.0,1.054,1.012,5.44,35.42,8.4,28.4,60,73.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.045,19.0
13277,11.36,1.074,1.019,7.23,66.53,7.17,15.14,60,70.0,,Specific Gravity,BIAB,,American IPA,1.055,19.44
13278,14.0,1.058,1.011,6.15,40.79,7.82,20.0,60,65.0,3.0,Specific Gravity,All Grain,,American IPA,1.04,19.0
13279,20.82,1.058,1.014,5.76,34.15,5.88,28.39,60,65.0,1.25,Specific Gravity,All Grain,,American Pale Ale,1.042,19.508305489260145
13280,22.71,1.045,1.009,4.75,44.64,5.16,26.5,60,75.0,1.668,Specific Gravity,All Grain,0.75,American Pale Ale,1.039,20.0
13281,23.0,1.064,1.018,6.12,46.96,3.84,29.0,90,65.0,,Specific Gravity,BIAB,0.75,American IPA,1.051,21.0
13282,41.64,1.077,1.022,7.29,236.15,10.03,49.21,90,68.0,,Specific Gravity,All Grain,0.75,Imperial IPA,1.058,20.0
13283,23.0,13.6907,2.84088,5.83,33.06,9.15,28.0,60,75.0,,Plato,All Grain,0.35,American Pale Ale,11.3,21.0
13284,22.71,1.064,1.009,7.3,38.94,4.96,30.28,90,70.0,1.6,Specific Gravity,All Grain,,Saison,1.048,22.22
13285,19.0,1.068,1.018,6.67,96.31,4.93,24.0,75,70.0,2.0,Specific Gravity,All Grain,,Blonde Ale,1.054,19.237696693272518
13286,22.71,1.074,1.017,7.37,71.5,5.51,29.34,90,70.0,1.33,Specific Gravity,All Grain,2.0,Imperial IPA,1.057,17.78
13287,20.82,1.089,1.013,9.9,106.98,22.42,28.39,90,85.0,,Specific Gravity,All Grain,,Imperial IPA,1.4894584221748401,19.67822751322751
13288,45.42,1.0759999999999998,1.022,7.1,95.5,6.5,51.1,70,67.0,1.25,Specific Gravity,All Grain,0.5,American IPA,1.068,18.33
13289,70.0,1.055,1.011,5.89,41.34,6.45,80.0,60,75.0,3.0,Specific Gravity,All Grain,,American IPA,1.048,20.0
13290,25.0,1.046,1.009,4.85,42.55,4.88,28.0,60,80.0,3.1,Specific Gravity,All Grain,,American Pale Ale,1.041,19.0
13291,20.82,1.05,1.012,4.97,69.25,4.56,27.25,60,75.0,1.6,Specific Gravity,All Grain,0.75,American IPA,1.038,22.78
13292,20.82,1.055,1.013,5.47,24.58,6.04,18.93,60,70.0,,Specific Gravity,Partial Mash,,Saison,1.2428501978518935,21.11
13293,20.82,1.075,1.021,7.08,38.16,8.49,26.5,60,64.0,1.5,Specific Gravity,All Grain,0.75,American IPA,1.0590000000000002,22.22
13294,25.0,1.053,1.009,5.82,65.68,10.05,30.0,60,70.0,,Specific Gravity,BIAB,0.5,American Pale Ale,1.045,22.0
13295,18.93,1.05,1.011,5.09,19.84,4.38,24.61,60,75.0,1.25,Specific Gravity,All Grain,0.35,Blonde Ale,1.039,20.0
13296,18.93,1.074,1.019,7.31,77.89,13.47,26.5,60,68.0,1.5,Specific Gravity,All Grain,0.75,American IPA,1.053,20.0
13297,20.82,1.067,1.019,6.33,52.19,17.13,24.61,90,70.0,1.25,Specific Gravity,All Grain,,American Brown Ale,1.057,19.499524680073122
13298,22.71,1.096,1.022,9.78,234.27,6.55,28.39,90,70.0,,Specific Gravity,All Grain,2.0,American IPA,1.077,18.33
13299,23.0,1.053,1.004,6.45,19.65,6.01,28.0,60,70.0,,Specific Gravity,All Grain,0.75,Saison,1.044,20.0
13300,20.82,1.079,1.022,7.48,61.49,10.4,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.058,19.576690909090907
13301,18.5,1.072,1.012,7.86,75.78,6.29,30.0,60,60.0,2.5,Specific Gravity,All Grain,,Imperial IPA,1.041,19.67822751322751
13302,39.75,1.075,1.022,7.47,90.18,6.81,45.42,60,75.0,,Specific Gravity,All Grain,,Imperial IPA,1.0659999999999998,19.67822751322751
13303,20.82,1.078,1.022,7.32,91.3,8.31,24.61,60,65.0,1.25,Specific Gravity,All Grain,,Imperial IPA,1.0659999999999998,20.0
13304,18.93,1.072,1.016,7.37,90.37,6.29,22.71,60,70.0,1.3,Specific Gravity,All Grain,0.35,American IPA,1.06,18.33
13305,25.0,1.058,1.01,6.33,68.68,4.24,31.0,60,75.0,3.0,Specific Gravity,All Grain,0.5,American Pale Ale,1.047,18.0
13306,20.82,1.017,1.004,1.72,14.69,0.61,28.39,60,80.0,4.0,Specific Gravity,All Grain,,American Light Lager,1.013,18.723183391003463
13307,18.93,1.047,1.01,4.84,54.33,5.09,24.61,60,70.0,1.25,Specific Gravity,All Grain,0.5,American Pale Ale,1.036,21.11
13308,20.82,1.06,1.014,6.05,67.52,34.57,28.39,60,72.0,1.5,Specific Gravity,All Grain,1.25,American Stout,1.044,16.67
13309,3.79,1.056,1.014,5.52,36.78,29.48,5.68,60,35.0,,Specific Gravity,extract,,American Brown Ale,1.037,19.499524680073122
13310,25.0,1.058,1.013,5.98,37.66,21.05,28.5,60,74.0,2.9,Specific Gravity,All Grain,0.35,American Brown Ale,1.051,18.5
13311,20.82,1.052,1.013,5.01,8.9,4.12,11.36,60,70.0,,Specific Gravity,extract,,Witbier,1.2353589385474861,20.435561694290975
13312,20.82,1.058,1.019,5.14,0.0,5.8,27.25,60,70.0,1.5,Specific Gravity,All Grain,,American Light Lager,1.044,18.723183391003463
13313,18.93,1.062,1.014,6.28,79.34,21.74,22.71,60,70.0,,Specific Gravity,All Grain,0.35,Irish Red Ale,1.25478625,18.33
13314,20.82,1.055,1.015,5.28,20.99,13.74,26.5,60,75.0,,Specific Gravity,BIAB,0.75,Irish Red Ale,1.043,17.78
13315,24.0,1.032,1.006,3.4,14.73,3.84,32.0,60,70.0,5.7,Specific Gravity,All Grain,,Saison,1.024,25.0
13316,60.0,1.042,1.007,4.59,22.24,5.94,30.0,60,70.0,2.9,Specific Gravity,All Grain,,Blonde Ale,1.084,19.237696693272518
13317,18.93,1.048,1.012,4.74,16.69,3.38,9.46,60,35.0,,Specific Gravity,extract,,Witbier,1.096,20.435561694290975
13318,22.71,1.051,1.011,5.21,47.7,5.27,27.75,60,81.0,3.137,Specific Gravity,All Grain,,American IPA,1.042,17.78
13319,11.36,1.052,1.004,6.29,57.71,2.92,15.14,60,70.0,,Specific Gravity,BIAB,,Saison,1.039,20.0
13320,22.71,1.054,1.007,6.2,38.79,3.92,30.28,90,80.0,1.5,Specific Gravity,All Grain,1.25,Saison,1.041,20.0
13321,18.93,1.056,1.013,5.69,51.41,9.08,26.5,75,75.0,,Specific Gravity,All Grain,0.35,American IPA,1.04,20.0
13322,45.42,1.05,1.009,5.41,39.96,4.82,53.0,60,75.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.043,19.508305489260145
13323,22.71,1.065,1.015,6.63,59.25,6.48,28.77,75,73.0,,Specific Gravity,BIAB,0.75,American IPA,1.052,20.0
13324,45.42,1.061,1.01,6.62,74.58,5.67,53.0,60,80.0,1.0,Specific Gravity,All Grain,0.5,American IPA,1.052,20.0
13325,63.0,1.055,1.013,5.59,0.0,40.82,28.5,60,65.0,2.6,Specific Gravity,All Grain,,American Light Lager,1.122,18.723183391003463
13326,20.82,1.053,1.011,5.51,71.59,11.92,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.039,20.0
13327,20.82,1.048,1.012,4.7,44.07,9.2,28.39,60,60.0,1.3,Specific Gravity,All Grain,,American Pale Ale,1.035,20.0
13328,20.82,1.043,1.007,4.69,16.37,2.52,24.61,60,80.0,1.5,Specific Gravity,All Grain,,American Light Lager,1.036,10.0
13329,27.0,1.058,1.012,6.14,41.73,14.67,32.0,60,60.0,2.5,Specific Gravity,All Grain,,American IPA,1.0490000000000002,22.0
13330,20.82,1.057,1.013,5.73,40.29,8.71,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.75,American Pale Ale,1.041,21.11
13331,20.82,1.065,1.016,6.39,79.76,11.98,28.39,60,7.5,,Specific Gravity,extract,,Blonde Ale,1.048,19.237696693272518
13332,20.82,1.052,1.009,5.64,54.57,9.99,27.44,60,65.0,1.33,Specific Gravity,All Grain,,American IPA,1.039,22.78
13333,18.0,1.053,1.012,5.34,25.02,13.59,23.0,100,60.0,3.6,Specific Gravity,All Grain,,Irish Red Ale,1.041,22.0
13334,42.0,1.0659999999999998,1.013,6.96,75.55,6.2,46.5,60,70.0,3.0,Specific Gravity,All Grain,1.0,American IPA,1.052,20.0
13335,55.0,1.056,1.01,6.11,46.34,5.59,62.5,90,80.0,3.0,Specific Gravity,All Grain,0.5,American Pale Ale,1.0490000000000002,20.0
13336,20.0,12.3058,2.41696,5.28,84.29,3.05,22.0,60,35.0,,Plato,extract,,American IPA,11.2,19.576690909090907
13337,1250.0,1.08,1.02,7.77,20.6,23.97,1252.5,60,72.0,2.5,Specific Gravity,All Grain,,American Light Lager,1.079,18.723183391003463
13338,23.0,13.0407,3.7688,4.99,53.07,6.06,11.0,60,35.0,,Plato,extract,0.35,American Pale Ale,26.0,21.0
13339,20.0,1.07,1.018,6.91,80.75,8.58,27.0,60,70.0,4.0,Specific Gravity,All Grain,,American IPA,1.052,19.576690909090907
13340,20.82,1.0659999999999998,1.013,6.98,125.78,6.75,26.5,90,66.0,1.3,Specific Gravity,All Grain,1.0,American IPA,1.052,20.0
13341,21.0,1.053,1.015,4.98,24.61,4.72,10.0,60,35.0,,Specific Gravity,extract,,Blonde Ale,1.111,19.237696693272518
13342,18.93,1.068,1.016,6.84,60.43,8.48,26.5,60,62.0,,Specific Gravity,BIAB,0.75,American IPA,1.0490000000000002,20.0
13343,18.93,1.051,1.013,4.96,47.38,5.13,24.61,60,75.0,1.25,Specific Gravity,All Grain,,American Pale Ale,1.039,19.508305489260145
13344,20.82,1.041,1.008,4.23,21.02,3.73,28.39,60,70.0,,Specific Gravity,BIAB,,Blonde Ale,1.03,19.237696693272518
13345,20.82,1.046,1.01,4.71,44.95,11.58,28.39,60,65.0,1.5,Specific Gravity,All Grain,,American IPA,1.033,19.576690909090907
13346,23.0,1.063,1.018,5.93,66.47,8.4,30.0,60,80.0,,Specific Gravity,BIAB,0.35,American IPA,1.048,19.0
13347,19.87,1.046,1.009,4.89,26.38,3.11,11.36,45,35.0,,Specific Gravity,extract,0.5,Blonde Ale,1.08,18.33
13348,3.79,1.07,1.017,6.9,52.58,16.31,9.46,65,70.0,1.25,Specific Gravity,All Grain,0.75,American IPA,1.028,22.78
13349,21.0,1.058,1.016,5.56,43.78,43.17,27.0,60,70.0,2.5,Specific Gravity,All Grain,0.5,American Stout,1.045,22.0
13350,20.82,1.07,1.014,7.45,101.05,11.57,24.61,40,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.06,21.11
13351,25.0,1.052,1.013,5.14,37.55,7.84,28.5,60,65.0,,Specific Gravity,All Grain,0.75,American Pale Ale,1.046,18.0
13352,37.85,1.074,1.019,7.27,53.35,37.61,49.21,90,78.0,1.5,Specific Gravity,All Grain,,American Stout,1.057,18.33
13353,18.93,1.054,1.009,5.95,26.59,4.89,26.5,90,70.0,1.5,Specific Gravity,All Grain,1.0,Saison,1.039,22.78
13354,24.0,1.0590000000000002,1.012,6.25,47.93,7.33,30.0,60,75.0,3.5,Specific Gravity,All Grain,0.35,American IPA,1.048,18.0
13355,18.93,1.071,1.018,7.04,69.78,5.66,24.61,60,67.0,1.5,Specific Gravity,All Grain,0.75,American IPA,1.053,18.33
13356,13.25,1.064,1.013,6.68,39.92,5.68,11.36,60,70.0,1.5,Specific Gravity,All Grain,0.75,Saison,1.074,21.11
13357,20.82,1.072,1.019,6.95,116.08,40.69,26.5,60,75.0,,Specific Gravity,All Grain,,American IPA,1.056,19.576690909090907
13358,20.82,1.056,1.011,5.91,62.04,6.23,28.39,60,69.0,1.5,Specific Gravity,All Grain,0.75,American IPA,1.041,19.576690909090907
13359,17.98,1.047,1.013,4.4,34.02,4.3,25.55,60,50.0,1.5,Specific Gravity,All Grain,0.35,Witbier,1.033,21.11
13360,18.93,1.057,1.012,5.95,57.05,4.26,24.61,60,65.0,,Specific Gravity,BIAB,0.35,Saison,1.044,21.11
13361,11.36,1.057,1.014,5.62,39.5,12.19,13.25,60,35.0,,Specific Gravity,extract,,American Pale Ale,1.0490000000000002,19.508305489260145
13362,13.25,1.06,1.015,5.92,62.65,4.82,15.14,60,70.0,,Specific Gravity,BIAB,0.35,American IPA,1.053,20.0
13363,20.82,1.068,1.013,7.2,49.17,7.01,24.61,60,70.0,1.5,Specific Gravity,All Grain,0.35,American IPA,1.057,16.67
13364,37.85,1.065,1.01,7.25,65.76,11.9,45.42,60,74.0,1.5,Specific Gravity,All Grain,0.35,American IPA,1.055,23.89
13365,20.82,1.07,1.018,6.77,70.4,6.07,22.71,60,75.0,,Specific Gravity,All Grain,0.35,American IPA,1.064,21.11
13366,21.0,1.074,1.017,7.39,64.17,9.64,25.0,60,81.0,2.7,Specific Gravity,All Grain,0.75,American IPA,1.062,21.0
13367,18.93,1.0659999999999998,1.016,6.48,35.06,12.24,9.46,60,35.0,,Specific Gravity,extract,,American IPA,1.132,23.33
13368,22.71,1.072,1.016,7.3,125.14,5.6,28.39,60,75.0,1.5,Specific Gravity,All Grain,1.0,American IPA,1.058,20.0
13369,20.82,1.061,1.015,5.99,92.55,15.42,28.39,60,75.0,,Specific Gravity,BIAB,,American Light Lager,1.045,18.723183391003463
13370,20.82,1.0759999999999998,1.016,7.92,296.35,6.62,28.39,90,75.0,,Specific Gravity,All Grain,,American IPA,1.056,20.0
13371,18.9,1.0659999999999998,1.016,6.48,0.0,6.75,28.4,60,72.0,2.9,Specific Gravity,All Grain,,American Light Lager,1.044,18.723183391003463
13372,33.0,1.057,1.011,6.02,38.76,7.9,42.0,60,70.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.045,18.0
13373,18.93,1.048,1.012,4.72,48.41,7.84,24.11,60,60.0,1.25,Specific Gravity,All Grain,0.5,American Pale Ale,1.038,21.11
13374,435.32,1.062,1.012,6.54,28.84,28.9,492.1,60,80.0,1.25,Specific Gravity,All Grain,,Saison,1.055,22.531239349341597
13375,41.64,1.072,1.019,6.92,49.86,37.18,53.0,75,75.0,1.5,Specific Gravity,All Grain,0.75,American Stout,1.056,20.0
13376,18.93,1.077,1.015,8.2,108.64,8.03,11.36,60,35.0,,Specific Gravity,extract,0.5,Imperial IPA,1.129,21.11
13377,1408.17,13.3228,2.5491,5.77,16.43,19.63,1472.53,90,82.0,1.5,Plato,All Grain,1.25,American Amber Ale,12.8,20.0
13378,22.71,1.089,1.021,8.89,112.72,9.31,30.28,60,75.0,,Specific Gravity,All Grain,,Imperial IPA,1.4894584221748401,19.67822751322751
13379,21.0,1.0590000000000002,1.008,6.64,15.16,5.52,27.0,60,60.0,3.0,Specific Gravity,All Grain,,Witbier,1.046,21.0
13380,21.0,1.052,1.013,5.09,46.05,5.1,28.5,60,70.0,3.0,Specific Gravity,All Grain,,American IPA,1.038,19.576690909090907
13381,20.82,1.051,1.016,4.62,26.55,4.42,22.71,60,35.0,,Specific Gravity,extract,,American Light Lager,1.047,18.723183391003463
13382,12.0,1.06,1.012,6.25,36.47,13.77,16.0,60,63.0,,Specific Gravity,BIAB,,Saison,1.045,25.0
13383,20.82,1.052,1.009,5.66,45.84,9.41,26.5,60,70.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.041,19.508305489260145
13384,24.98,1.05,1.011,5.05,35.65,13.72,31.8,60,75.0,,Specific Gravity,BIAB,,American Pale Ale,1.039,19.508305489260145
13385,23.0,1.062,1.015,6.17,70.99,9.42,28.5,60,65.0,2.85,Specific Gravity,All Grain,,American Light Lager,1.05,18.0
13386,5.0,1.061,1.012,6.51,64.53,3.65,6.0,90,70.0,,Specific Gravity,BIAB,0.75,American IPA,1.051,23.0
13387,37.85,1.057,1.01,6.21,99.28,4.68,43.53,60,75.0,1.25,Specific Gravity,All Grain,0.75,American IPA,1.0490000000000002,20.0
13388,18.93,1.058,1.012,5.98,151.99,9.26,27.44,60,60.0,1.7,Specific Gravity,All Grain,1.0,American Pale Ale,1.04,20.0
13389,20.82,1.057,1.013,5.72,25.27,6.08,28.39,75,65.0,1.25,Specific Gravity,All Grain,0.5,American Pale Ale,1.042,25.56
13390,41.64,1.027,1.007,2.67,0.0,20.01,49.21,60,35.0,1.5,Specific Gravity,All Grain,,American Brown Ale,1.023,19.499524680073122
13391,20.82,1.067,1.015,6.78,58.12,12.66,28.39,60,75.0,1.25,Specific Gravity,All Grain,0.75,American IPA,1.0490000000000002,20.0
13392,20.82,1.055,1.012,5.67,67.82,4.79,27.44,60,70.0,1.5,Specific Gravity,All Grain,0.75,American IPA,1.042,19.576690909090907
13393,20.82,1.045,1.011,4.46,0.0,4.22,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American Light Lager,1.033,18.723183391003463
13394,25.0,1.055,1.016,5.13,37.36,3.5,28.5,90,70.0,,Specific Gravity,BIAB,,Saison,1.048,22.531239349341597
13395,9.46,1.058,1.013,5.89,25.98,16.53,11.36,60,75.0,,Specific Gravity,BIAB,,Irish Red Ale,1.0490000000000002,19.262037037037036
13396,10.0,1.065,1.007,7.7,61.2,3.7,10.0,60,35.0,,Specific Gravity,BIAB,,American Light Lager,1.065,18.723183391003463
13397,19.68,1.061,1.015,6.0,55.56,25.87,11.36,60,68.0,,Specific Gravity,Partial Mash,,American Brown Ale,1.106,19.499524680073122
13398,45.0,1.054,1.009,5.94,80.26,8.21,55.0,90,66.0,3.0,Specific Gravity,All Grain,,American IPA,1.044,18.0
13399,1362.75,1.043,1.006,4.82,23.67,3.54,1779.14,60,70.0,1.5,Specific Gravity,All Grain,0.75,Saison,1.033,22.531239349341597
13400,13.25,1.047,1.011,4.69,55.65,6.17,15.14,60,65.0,,Specific Gravity,BIAB,1.25,American Pale Ale,1.041,18.33
13401,20.82,1.056,1.016,5.19,40.96,6.28,28.39,60,70.0,1.2,Specific Gravity,All Grain,0.75,American Pale Ale,1.041,18.33
13402,22.71,1.046,1.012,4.47,34.17,4.76,29.34,60,75.0,1.25,Specific Gravity,All Grain,,American Pale Ale,1.035,18.33
13403,55.0,1.047,1.009,5.03,22.82,7.04,57.0,60,80.0,5.5,Specific Gravity,All Grain,,Blonde Ale,1.045,20.0
13404,19.0,1.071,1.013,7.54,44.55,13.44,12.0,60,90.0,,Specific Gravity,extract,0.5,American Amber Ale,1.083,19.0
13405,25.0,1.05,1.01,5.24,41.01,9.28,32.0,60,75.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.039,20.0
13406,20.82,1.054,1.01,5.78,57.56,9.9,24.61,60,75.0,,Specific Gravity,BIAB,,American Pale Ale,1.046,19.508305489260145
13407,20.82,1.05,1.01,5.32,52.42,7.35,28.39,60,75.0,,Specific Gravity,All Grain,0.35,American IPA,1.037,20.56
13408,11.36,1.072,1.021,6.6,84.0,9.84,14.2,60,65.0,,Specific Gravity,BIAB,1.0,Imperial IPA,1.057,20.0
13409,10.0,1.054,1.013,5.32,41.09,17.72,5.0,60,25.0,,Specific Gravity,extract,,American Pale Ale,1.108,24.0
13410,18.0,1.043,1.008,4.54,80.76,6.94,33.0,60,45.0,,Specific Gravity,BIAB,0.5,American Pale Ale,1.023,20.0
13411,20.82,1.045,1.012,4.24,17.65,8.85,22.71,60,70.0,,Specific Gravity,All Grain,,Blonde Ale,1.041,23.89
13412,20.82,1.0590000000000002,1.017,5.57,136.4,9.77,28.39,60,75.0,0.0,Specific Gravity,All Grain,0.35,American IPA,1.041,-17.78
13413,21.0,1.054,1.014,5.28,38.53,16.45,28.5,60,75.0,3.0,Specific Gravity,All Grain,0.75,American Amber Ale,1.04,21.0
13414,210.0,1.043,1.011,4.25,25.71,14.24,240.0,60,70.0,1.5,Specific Gravity,All Grain,,Irish Red Ale,1.038,19.262037037037036
13415,7.57,1.048,1.009,5.09,60.74,7.92,5.68,60,35.0,,Specific Gravity,extract,,American Pale Ale,1.064,19.508305489260145
13416,22.0,1.054,1.009,5.9,53.35,5.93,28.5,60,70.0,3.0,Specific Gravity,All Grain,,American IPA,1.042,19.0
13417,18.93,1.0490000000000002,1.009,5.17,78.14,6.88,9.46,60,35.0,,Specific Gravity,extract,,American IPA,1.051,19.576690909090907
13418,20.82,1.05,1.008,5.51,32.56,5.14,24.61,60,75.0,1.5,Specific Gravity,All Grain,0.75,American Pale Ale,1.043,20.0
13419,19.87,1.065,1.011,6.99,65.78,4.93,9.46,60,35.0,,Specific Gravity,extract,,Imperial IPA,1.136,19.67822751322751
13420,45.42,1.053,1.009,5.78,40.87,6.13,51.1,60,74.8,1.5,Specific Gravity,All Grain,0.5,American Pale Ale,1.047,18.33
13421,18.93,1.065,1.015,6.49,60.1,6.96,13.25,60,35.0,,Specific Gravity,extract,1.0,American Pale Ale,1.092,21.67
13422,22.0,1.052,1.016,4.81,74.53,5.75,38.3,60,70.0,,Specific Gravity,BIAB,,American Pale Ale,1.03,19.508305489260145
13423,20.82,1.06,1.012,6.37,69.69,10.35,28.39,60,64.0,1.33,Specific Gravity,All Grain,,American Pale Ale,1.044,19.508305489260145
13424,24.0,1.053,1.011,5.51,43.4,5.17,32.0,60,72.0,2.8,Specific Gravity,All Grain,0.75,American Pale Ale,1.04,19.0
13425,16.0,1.053,1.01,5.68,22.5,6.0,13.0,60,35.0,,Specific Gravity,extract,0.35,American Light Lager,1.065,19.0
13426,19.0,1.0490000000000002,1.012,4.95,17.97,3.78,26.2,90,70.0,2.6,Specific Gravity,All Grain,0.35,Witbier,1.036,21.0
13427,20.82,1.062,1.018,5.85,26.23,17.14,26.5,60,74.0,,Specific Gravity,BIAB,2.0,Irish Red Ale,1.0490000000000002,18.89
13428,12.0,1.064,1.023,5.4,50.06,37.17,14.0,60,70.0,2.5,Specific Gravity,All Grain,0.35,American Stout,1.055,19.0
13429,22.5,1.057,1.014,5.67,36.22,17.51,28.0,90,64.0,3.0,Specific Gravity,All Grain,,American Amber Ale,1.046,21.0
13430,41.64,1.052,1.014,4.93,22.96,9.26,53.0,60,60.0,1.5,Specific Gravity,All Grain,,Witbier,1.041,20.435561694290975
13431,22.71,1.05,1.012,5.04,60.05,8.37,32.18,90,68.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.035,19.508305489260145
