,Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style,BoilGravityMod
14509,14509,26.5,1.063,1.01,6.84,69.61,7.83,30.0,60,60.0,3.0,Specific Gravity,All Grain,,19.0,American IPA,1.055
14510,14510,21.0,1.057,1.011,5.96,11.64,3.96,11.0,60,35.0,,Specific Gravity,Partial Mash,,20.0,Saison,1.108
14511,14511,65.0,1.051,1.009,5.44,72.46,10.65,85.0,60,60.0,,Specific Gravity,BIAB,0.35,20.0,American Pale Ale,1.039
14512,14512,20.82,1.072,1.015,7.51,82.28,6.15,11.36,60,35.0,,Specific Gravity,extract,,22.22,American IPA,1.048
14513,14513,3.79,1.042,1.007,4.54,20.73,14.0,3.79,60,35.0,,Specific Gravity,All Grain,,18.89,Irish Red Ale,1.042
14514,14514,4.6,1.077,1.017,7.92,50.83,9.13,6.0,60,91.0,,Specific Gravity,BIAB,0.35,19.0,American IPA,1.0590000000000002
14515,14515,22.71,1.056,1.014,5.53,45.36,21.03,28.39,60,70.0,1.3,Specific Gravity,All Grain,,,American Brown Ale,1.045
14516,14516,20.82,1.057,1.011,6.12,34.5,6.3,22.71,60,70.0,,Specific Gravity,All Grain,,23.89,American IPA,1.052
14517,14517,40.0,1.052,1.01,5.46,67.13,7.37,46.0,60,70.0,,Specific Gravity,All Grain,,15.0,American IPA,1.045
14518,14518,41.64,1.0659999999999998,1.015,6.7,66.94,4.38,48.26,60,70.0,1.15,Specific Gravity,All Grain,,,American IPA,1.057
14519,14519,20.82,1.06,1.017,5.73,62.77,5.14,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,American IPA,1.044
14520,14520,25.0,1.055,1.013,5.66,36.37,20.44,27.0,60,65.0,2.5,Specific Gravity,All Grain,,,American Amber Ale,1.051
14521,14521,20.82,1.0659999999999998,1.015,6.7,48.36,6.66,28.39,60,65.0,1.5,Specific Gravity,All Grain,0.75,,American IPA,1.048
14522,14522,24.0,1.045,1.009,4.82,36.67,3.48,11.0,30,35.0,,Specific Gravity,extract,,,American Pale Ale,1.099
14523,14523,20.82,1.073,1.021,6.93,68.69,4.75,30.28,90,70.0,15.0,Specific Gravity,All Grain,1.0,20.56,Saison,1.05
14524,14524,181.7,1.061,1.015,5.96,54.64,5.17,219.55,60,80.0,1.5,Specific Gravity,All Grain,,,American IPA,1.05
14525,14525,20.82,1.051,1.009,5.57,26.38,3.33,28.39,60,70.0,,Specific Gravity,BIAB,0.75,16.67,Saison,1.038
14526,14526,20.82,1.057,1.015,5.5,20.29,15.54,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,Irish Red Ale,1.042
14527,14527,435.32,1.056,1.012,5.77,17.09,3.83,454.25,75,78.0,1.75,Specific Gravity,All Grain,0.5,18.33,American Pale Ale,1.054
14528,14528,20.0,1.048,1.009,5.17,77.82,5.09,26.0,60,70.0,3.0,Specific Gravity,All Grain,,20.0,American Pale Ale,1.037
14529,14529,11.0,1.075,1.016,7.75,63.13,10.43,9.0,60,65.0,2.2,Specific Gravity,All Grain,,22.0,American IPA,1.092
14530,14530,23.0,1.056,1.01,6.02,39.4,7.29,28.0,60,70.0,2.2,Specific Gravity,All Grain,,18.0,American IPA,1.046
14531,14531,20.82,1.071,1.014,7.58,104.67,6.5,26.5,60,80.0,,Specific Gravity,BIAB,,18.33,American IPA,1.056
14532,14532,41.64,1.062,1.012,6.55,80.95,7.57,49.21,60,70.0,,Specific Gravity,All Grain,,,American IPA,1.051
14533,14533,9.46,1.052,1.009,5.68,25.2,9.85,3.79,60,35.0,,Specific Gravity,extract,0.35,22.22,Saison,1.129
14534,14534,30.0,1.023,1.007,2.2,0.0,4.2,30.0,60,65.0,,Specific Gravity,BIAB,,23.0,American Light Lager,1.023
14535,14535,24.0,14.191,3.677880000000001,5.67,26.6,8.94,30.0,60,70.0,4.0,Plato,All Grain,,,Irish Red Ale,11.5
14536,14536,21.0,1.062,1.014,6.35,49.43,9.38,28.5,60,65.0,2.5,Specific Gravity,All Grain,,23.0,American IPA,1.046
14537,14537,18.93,1.064,1.015,6.38,18.31,4.12,28.39,60,70.0,1.25,Specific Gravity,All Grain,,20.0,Saison,1.042
14538,14538,40.1,1.0659999999999998,1.017,6.43,21.49,6.84,46.2,60,68.0,3.0,Specific Gravity,All Grain,,20.0,American IPA,1.058
14539,14539,24.0,1.0590000000000002,1.009,6.45,63.71,6.62,30.0,70,74.0,3.0,Specific Gravity,All Grain,,,American IPA,1.047
14540,14540,37.9,1.0590000000000002,1.015,5.79,30.18,4.11,45.0,60,70.0,2.9,Specific Gravity,All Grain,,,American Pale Ale,1.05
14541,14541,30.28,1.053,1.012,5.38,31.78,3.56,34.07,75,80.0,1.5,Specific Gravity,All Grain,1.0,21.11,Saison,1.047
14542,14542,47.0,1.056,1.013,5.6,21.8,5.98,50.0,60,75.0,3.0,Specific Gravity,All Grain,0.35,20.0,Blonde Ale,1.052
14543,14543,23.0,1.062,1.017,5.84,60.38,8.32,23.0,60,75.0,2.5,Specific Gravity,All Grain,0.5,19.0,American IPA,1.062
14544,14544,46.0,13.9618,3.4853,5.65,37.62,4.96,55.0,90,75.0,3.3,Plato,All Grain,1.0,18.0,American IPA,11.8
14545,14545,11.36,1.055,1.013,5.53,20.07,3.86,18.93,60,75.0,,Specific Gravity,BIAB,,,American Pale Ale,1.033
14546,14546,20.0,1.0490000000000002,1.01,5.13,40.86,13.59,25.0,60,65.0,3.0,Specific Gravity,All Grain,,,Saison,1.039
14547,14547,18.93,1.061,1.017,5.82,51.84,10.67,11.36,60,35.0,,Specific Gravity,Partial Mash,0.35,20.0,American IPA,1.102
14548,14548,21.0,1.048,1.009,5.16,29.46,11.42,23.0,60,70.0,3.1,Specific Gravity,All Grain,,22.0,American Light Lager,1.044
14549,14549,20.82,1.08,1.02,7.88,0.0,2.97,26.5,60,35.0,,Specific Gravity,extract,,,American IPA,1.063
14550,14550,20.82,1.05,1.01,5.34,77.56,5.71,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA,1.037
14551,14551,20.82,1.032,1.007,3.23,60.7,7.64,28.39,60,35.0,1.5,Specific Gravity,All Grain,0.75,20.0,American Light Lager,1.023
14552,14552,52.0,1.065,1.013,6.84,115.75,3.93,58.0,60,70.0,3.5,Specific Gravity,All Grain,,17.0,American Light Lager,1.058
14553,14553,20.82,1.054,1.014,5.29,28.72,15.78,24.61,60,70.0,1.35,Specific Gravity,All Grain,,,American Amber Ale,1.046
14554,14554,14.38,1.033,1.001,4.25,21.26,22.03,20.06,60,80.0,,Specific Gravity,BIAB,1.5,22.78,American Brown Ale,1.024
14555,14555,37.85,1.077,1.019,7.59,71.72,9.07,45.42,60,80.0,1.0,Specific Gravity,All Grain,,,Imperial IPA,1.064
14556,14556,18.93,1.081,1.02,8.0,130.26,7.91,15.14,90,76.0,,Specific Gravity,Partial Mash,,,Imperial IPA,1.062
14557,14557,41.64,1.064,1.012,6.86,82.65,9.52,49.21,60,75.0,1.25,Specific Gravity,All Grain,,,American Pale Ale,1.054
14558,14558,9.46,1.064,1.012,6.75,52.64,5.47,14.2,60,70.0,1.5,Specific Gravity,All Grain,,,American IPA,1.043
14559,14559,18.0,1.051,1.013,5.06,50.64,10.44,20.0,60,70.0,4.0,Specific Gravity,All Grain,,18.0,American Pale Ale,1.046
14560,14560,20.82,1.062,1.019,5.63,36.01,45.23,28.39,60,75.0,,Specific Gravity,BIAB,,,American Stout,1.045
14561,14561,41.64,1.055,1.015,5.18,38.3,7.52,49.21,60,68.0,1.5,Specific Gravity,All Grain,0.5,19.44,American Pale Ale,1.046
14562,14562,21.77,1.069,1.017,6.81,59.67,5.9,28.39,60,70.0,1.33,Specific Gravity,All Grain,,22.22,American IPA,1.053
14563,14563,25.0,1.053,1.011,5.55,37.36,6.16,29.0,90,77.0,,Specific Gravity,All Grain,0.75,18.0,American Pale Ale,1.046
14564,14564,17.41,1.056,1.013,5.58,64.05,33.05,18.93,90,80.0,1.5,Specific Gravity,All Grain,,,American Stout,1.051
14565,14565,18.93,1.0590000000000002,1.02,5.11,23.86,7.83,13.25,60,75.0,,Specific Gravity,extract,,20.0,American Pale Ale,1.084
14566,14566,5.0,1.077,1.019,7.57,3.63,5.32,7.0,60,50.0,3.0,Specific Gravity,All Grain,0.35,26.0,American Pale Ale,1.055
14567,14567,62.46,1.057,1.017,5.26,29.68,3.17,83.28,90,85.0,1.5,Specific Gravity,All Grain,,26.67,Saison,1.043
14568,14568,21.0,1.055,1.009,5.97,79.37,5.58,28.5,60,75.0,3.0,Specific Gravity,All Grain,,,American Pale Ale,1.04
14569,14569,22.71,1.065,1.018,6.16,48.4,6.05,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.35,19.44,American IPA,1.052
14570,14570,20.82,1.053,1.012,5.28,94.52,50.0,28.39,90,60.0,1.5,Specific Gravity,All Grain,,20.0,American Stout,1.039
14571,14571,7.57,1.063,1.011,6.94,31.79,7.73,9.08,60,67.0,1.5,Specific Gravity,All Grain,,20.0,American IPA,1.053
14572,14572,21.0,1.052,1.01,5.45,31.99,5.64,26.5,60,71.0,3.5,Specific Gravity,All Grain,,22.0,American Pale Ale,1.041
14573,14573,19.0,1.053,1.012,5.37,30.7,15.64,24.0,70,65.0,3.6,Specific Gravity,All Grain,0.75,23.0,American Amber Ale,1.042
14574,14574,22.71,1.053,1.008,5.83,59.58,3.35,30.28,60,84.0,1.45,Specific Gravity,All Grain,1.0,18.89,American Pale Ale,1.039
14575,14575,20.0,1.058,1.012,5.99,37.02,13.2,27.5,90,70.0,,Specific Gravity,All Grain,,,American Pale Ale,1.042
14576,14576,25.0,1.055,1.007,6.37,30.11,3.47,35.0,90,80.0,,Specific Gravity,BIAB,,,Saison,1.036
14577,14577,19.87,1.069,1.019,6.59,90.33,6.44,11.36,60,35.0,,Specific Gravity,extract,0.35,21.11,American IPA,1.12
14578,14578,22.71,1.064,1.013,6.71,73.8,8.67,32.18,60,75.0,1.5,Specific Gravity,All Grain,,15.56,American IPA,1.045
14579,14579,23.0,1.073,1.016,7.52,42.35,7.66,27.0,90,75.0,3.0,Specific Gravity,All Grain,,20.0,American Pale Ale,1.062
14580,14580,18.93,1.04,1.011,3.73,47.28,7.96,11.36,60,35.0,,Specific Gravity,extract,,,American Pale Ale,1.0659999999999998
14581,14581,20.82,1.054,1.01,5.79,30.49,3.42,26.5,60,70.0,1.4,Specific Gravity,All Grain,,20.0,Saison,1.043
14582,14582,14.0,1.052,1.013,5.13,31.55,7.02,18.0,60,80.0,,Specific Gravity,BIAB,,18.0,American Pale Ale,1.041
14583,14583,47.32,1.0590000000000002,1.013,6.08,73.15,7.39,53.0,60,88.0,1.5,Specific Gravity,All Grain,,,American IPA,1.053
14584,14584,18.93,1.057,1.014,5.66,58.35,6.71,21.96,30,35.0,,Specific Gravity,extract,,18.33,American IPA,1.05
14585,14585,20.0,1.07,1.012,7.57,76.89,4.9,25.0,60,70.0,3.0,Specific Gravity,All Grain,,19.0,American IPA,1.056
14586,14586,67.19,1.062,1.013,6.48,57.24,3.57,75.71,60,70.0,1.25,Specific Gravity,All Grain,0.5,18.33,American IPA,1.046
14587,14587,20.82,1.0659999999999998,1.015,6.67,68.53,5.77,28.39,60,75.0,1.4,Specific Gravity,All Grain,0.75,,American IPA,1.048
14588,14588,22.71,1.051,1.011,5.29,68.02,7.22,30.28,60,70.0,,Specific Gravity,BIAB,,,American Pale Ale,1.038
14589,14589,25.0,1.0490000000000002,1.01,5.12,30.05,2.99,30.0,60,70.0,3.0,Specific Gravity,All Grain,,,American Pale Ale,1.041
14590,14590,40.0,1.05,1.009,5.49,190.62,16.66,44.0,60,62.0,3.0,Specific Gravity,All Grain,0.35,24.0,American IPA,1.046
14591,14591,20.82,1.065,1.012,6.88,62.78,5.74,28.39,60,65.0,1.5,Specific Gravity,All Grain,,,American IPA,1.048
14592,14592,21.0,1.062,1.011,6.71,51.11,9.4,28.5,60,70.0,3.0,Specific Gravity,All Grain,0.35,18.0,American IPA,1.046
14593,14593,22.0,1.0490000000000002,1.014,4.62,42.65,46.93,27.5,60,61.0,3.0,Specific Gravity,All Grain,,22.0,American Stout,1.039
14594,14594,18.93,1.073,1.02,6.92,93.14,8.89,27.44,90,75.0,1.25,Specific Gravity,All Grain,0.5,18.33,American IPA,1.05
14595,14595,39.75,1.056,1.013,5.67,25.04,4.11,45.42,60,75.0,1.25,Specific Gravity,All Grain,,,American Light Lager,1.0490000000000002
14596,14596,40.0,1.073,1.008,8.41,70.32,16.39,28.5,60,65.0,,Specific Gravity,BIAB,1.25,19.4,American Light Lager,1.102
14597,14597,25.0,1.075,1.014,8.02,111.44,8.4,29.9,90,73.0,2.8,Specific Gravity,All Grain,,18.0,Imperial IPA,1.063
14598,14598,22.71,1.047,1.008,5.19,37.71,3.38,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.75,19.44,American Pale Ale,1.038
14599,14599,21.0,1.055,1.017,5.02,41.87,15.9,11.3,60,25.0,,Specific Gravity,extract,,20.0,American Amber Ale,1.047
14600,14600,8.0,1.069,1.012,7.49,26.46,8.98,12.0,60,50.0,,Specific Gravity,Partial Mash,,18.0,American IPA,1.046
14601,14601,18.93,1.06,1.02,5.55,63.67,6.79,11.36,60,35.0,,Specific Gravity,extract,0.35,21.11,American Pale Ale,1.1
14602,14602,20.82,1.071,1.023,6.31,47.95,36.68,27.44,90,75.0,1.33,Specific Gravity,All Grain,0.75,18.89,American Stout,1.054
14603,14603,41.64,1.053,1.01,5.65,38.73,9.05,47.62,60,80.0,1.5,Specific Gravity,All Grain,0.75,18.89,American Pale Ale,1.047
14604,14604,22.71,1.061,1.016,5.96,26.55,3.87,28.39,90,73.0,,Specific Gravity,All Grain,0.75,,Saison,1.045
14605,14605,15.14,1.069,1.015,7.05,57.43,6.76,18.93,60,75.0,1.5,Specific Gravity,All Grain,,,American IPA,1.055
14606,14606,20.82,1.056,1.015,5.39,51.83,16.01,11.36,60,35.0,,Specific Gravity,extract,0.35,21.11,American Brown Ale,1.103
14607,14607,18.93,1.08,1.021,7.82,133.49,7.8,11.36,60,70.0,,Specific Gravity,Partial Mash,,22.22,Imperial IPA,1.134
14608,14608,9.08,1.037,1.01,3.52,0.0,12.9,12.49,60,75.0,,Specific Gravity,All Grain,,,American Brown Ale,1.046
14609,14609,18.93,1.054,1.016,5.06,37.09,19.72,28.39,60,70.0,2.0,Specific Gravity,All Grain,0.35,21.11,American Brown Ale,1.036
14610,14610,20.82,1.0590000000000002,1.018,5.46,28.26,8.03,15.14,60,35.0,,Specific Gravity,extract,,23.33,Saison,1.082
14611,14611,21.0,1.088,1.018,9.31,54.07,50.0,28.5,60,70.0,3.0,Specific Gravity,All Grain,,21.0,American Stout,1.065
14612,14612,18.93,1.084,1.026,7.63,97.42,8.19,24.61,65,35.0,,Specific Gravity,extract,,18.89,Imperial IPA,1.065
14613,14613,3.79,1.07,1.014,7.28,64.19,11.04,4.73,60,65.0,,Specific Gravity,BIAB,0.35,19.44,American IPA,1.056
14614,14614,22.71,1.061,1.009,6.76,100.66,7.47,39.75,90,68.0,1.5,Specific Gravity,All Grain,0.75,,American IPA,1.035
14615,14615,820.0,13.0736,2.19634,5.82,48.68,7.98,920.0,60,75.0,4.3,Plato,All Grain,,12.0,American Pale Ale,11.7
14616,14616,26.0,1.057,1.013,5.73,39.85,5.58,34.0,70,70.0,2.6,Specific Gravity,All Grain,,18.0,American IPA,1.043
14617,14617,20.0,1.06,1.018,5.55,25.69,9.47,27.0,60,70.0,3.0,Specific Gravity,All Grain,0.75,18.0,American Pale Ale,1.045
14618,14618,23.0,1.073,1.015,7.59,76.39,6.17,28.0,60,75.0,2.7,Specific Gravity,All Grain,,,American IPA,1.06
14619,14619,23.0,1.062,1.013,6.38,44.46,6.3,27.0,60,75.0,2.5,Specific Gravity,All Grain,,18.0,American IPA,1.053
14620,14620,18.93,1.07,1.013,7.48,60.09,5.89,15.14,60,35.0,,Specific Gravity,extract,,,American Pale Ale,1.088
14621,14621,18.93,1.053,1.01,5.62,69.33,5.33,9.46,60,35.0,,Specific Gravity,extract,,,American IPA,1.106
14622,14622,20.0,12.9978,2.5581,5.59,39.67,3.17,20.0,60,35.0,,Plato,extract,,22.0,American Pale Ale,13.0
14623,14623,20.99,1.055,1.009,5.98,37.03,6.68,28.5,60,60.0,3.0,Specific Gravity,All Grain,0.75,18.0,Blonde Ale,1.04
14624,14624,22.71,1.069,1.016,6.91,58.14,9.9,30.28,90,80.0,1.5,Specific Gravity,All Grain,0.35,22.78,American IPA,1.051
14625,14625,7.57,1.061,1.012,6.51,63.26,5.67,5.68,60,35.0,,Specific Gravity,extract,,,American IPA,1.082
14626,14626,18.93,1.07,1.013,7.47,165.93,6.74,20.82,60,35.0,,Specific Gravity,extract,,20.0,American IPA,1.064
14627,14627,20.82,1.03,1.007,3.03,40.73,9.95,24.61,60,35.0,,Specific Gravity,extract,,22.78,American Amber Ale,1.025
14628,14628,18.93,1.0490000000000002,1.012,4.88,15.31,3.5,28.39,60,70.0,1.25,Specific Gravity,All Grain,,20.0,Witbier,1.033
14629,14629,33.0,1.052,1.013,5.11,18.0,3.77,40.0,60,60.0,3.0,Specific Gravity,All Grain,,,Witbier,1.043
14630,14630,39.75,1.053,1.014,5.13,27.48,9.78,47.32,60,75.0,1.5,Specific Gravity,All Grain,0.35,20.0,Irish Red Ale,1.045
14631,14631,600.0,12.5465,2.34226,5.45,36.24,4.94,650.0,60,86.0,3.5,Plato,All Grain,,19.0,American Light Lager,11.6
14632,14632,20.0,1.067,1.012,7.19,116.41,8.54,12.0,60,80.0,,Specific Gravity,Partial Mash,,17.0,American IPA,1.05
14633,14633,49.21,17.6755,4.62469,7.16,0.0,8.65,56.78,90,85.0,1.5,Plato,All Grain,,,American Light Lager,15.4
14634,14634,43.53,1.053,1.001,6.86,22.38,5.36,52.24,90,85.0,1.33,Specific Gravity,All Grain,0.75,22.22,Saison,1.044
14635,14635,20.82,1.054,1.009,5.89,46.47,8.14,24.61,60,60.0,,Specific Gravity,Partial Mash,,20.0,American Pale Ale,1.046
14636,14636,27.0,1.051,1.013,4.93,13.44,12.89,31.0,60,35.0,,Specific Gravity,Partial Mash,0.35,21.0,Irish Red Ale,1.044
14637,14637,22.71,1.102,1.022,10.46,142.77,9.21,30.28,60,75.0,,Specific Gravity,Partial Mash,0.5,20.0,Imperial IPA,1.077
14638,14638,41.64,1.06,1.012,6.33,39.67,4.26,51.1,60,80.0,,Specific Gravity,All Grain,1.0,20.0,Saison,1.045
14639,14639,20.82,1.0759999999999998,1.017,7.66,79.65,50.0,28.39,75,75.0,1.33,Specific Gravity,All Grain,,17.78,American Stout,1.056
14640,14640,18.93,1.07,1.013,7.4,58.6,9.3,22.71,60,35.0,,Specific Gravity,extract,,,American IPA,1.058
14641,14641,12.0,1.042,1.008,4.49,43.29,4.47,10.0,60,70.0,5.0,Specific Gravity,All Grain,0.5,20.0,American Light Lager,1.05
14642,14642,21.0,17.996,3.4391199999999995,7.96,61.19,8.65,24.0,60,77.0,3.0,Plato,All Grain,,20.0,American IPA,15.9
14643,14643,50.0,1.06,1.01,6.5,30.15,8.27,60.0,60,70.0,2.6,Specific Gravity,All Grain,0.75,20.0,American Pale Ale,1.05
14644,14644,22.71,1.09,1.024,8.58,133.24,5.7,28.39,60,58.0,1.5,Specific Gravity,All Grain,,,American IPA,1.072
14645,14645,20.0,1.044,1.008,4.69,44.38,7.04,25.0,30,65.0,,Specific Gravity,BIAB,,19.0,American Pale Ale,1.035
14646,14646,20.82,1.056,1.011,6.0,65.05,9.16,28.39,60,75.0,,Specific Gravity,BIAB,,,American IPA,1.041
14647,14647,20.82,1.062,1.016,6.05,66.1,5.74,28.39,60,60.0,1.25,Specific Gravity,All Grain,,20.0,American IPA,1.045
14648,14648,20.8,1.068,1.023,5.92,66.17,11.51,11.0,60,70.0,,Specific Gravity,extract,0.35,19.0,American IPA,1.128
14649,14649,181.7,1.057,1.013,5.82,31.71,10.89,219.55,75,87.0,1.2,Specific Gravity,All Grain,,,American Amber Ale,1.048
14650,14650,20.82,1.052,1.015,4.93,41.83,16.87,26.5,60,70.0,1.2,Specific Gravity,All Grain,0.75,19.44,American Amber Ale,1.041
14651,14651,20.82,1.073,1.013,7.92,103.7,9.6,26.5,60,60.0,1.5,Specific Gravity,All Grain,0.35,25.56,American IPA,1.058
14652,14652,20.82,1.056,1.013,5.62,59.36,7.67,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,American IPA,1.041
14653,14653,18.93,1.06,1.014,6.1,115.37,7.35,24.61,65,75.0,1.25,Specific Gravity,All Grain,0.35,18.33,American IPA,1.046
14654,14654,18.93,1.064,1.016,6.26,96.26,6.09,20.82,60,70.0,,Specific Gravity,extract,,,American IPA,1.058
14655,14655,20.82,1.095,1.025,9.24,123.43,8.54,11.36,60,35.0,,Specific Gravity,extract,,,American IPA,1.1740000000000002
14656,14656,20.0,1.0590000000000002,1.014,6.01,30.85,41.53,22.0,60,55.0,3.0,Specific Gravity,All Grain,0.35,23.0,American Stout,1.054
14657,14657,14.0,1.094,1.019,9.86,59.57,15.36,20.0,60,70.0,3.1,Specific Gravity,All Grain,,0.0,American IPA,1.0659999999999998
14658,14658,20.82,1.057,1.014,5.73,27.37,12.02,26.5,60,65.0,1.5,Specific Gravity,All Grain,,,American Amber Ale,1.045
14659,14659,20.82,1.047,1.009,5.02,39.74,10.91,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,American Pale Ale,1.035
14660,14660,9.46,1.048,1.012,4.77,0.0,4.16,9.46,60,55.0,,Specific Gravity,BIAB,,,American Light Lager,1.048
14661,14661,37.85,1.08,1.016,8.42,154.33,6.8,56.78,90,49.0,1.0,Specific Gravity,All Grain,,,American IPA,1.053
14662,14662,117.35,1.047,1.012,4.65,46.39,4.4,132.49,60,75.0,1.5,Specific Gravity,All Grain,,,American Pale Ale,1.042
14663,14663,19.0,1.052,1.009,5.71,40.07,10.26,27.5,60,65.0,,Specific Gravity,BIAB,,22.0,American Pale Ale,1.036
14664,14664,21.77,1.058,1.01,6.22,36.68,5.41,26.5,75,75.0,1.33,Specific Gravity,All Grain,0.5,23.33,Saison,1.047
14665,14665,35.5,1.047,1.009,5.03,56.72,4.66,39.0,60,88.0,,Specific Gravity,All Grain,,22.0,American Pale Ale,1.043
14666,14666,20.82,1.046,1.011,4.51,28.25,7.7,28.39,60,55.0,1.5,Specific Gravity,All Grain,,,Saison,1.034
14667,14667,20.82,1.0490000000000002,1.011,5.01,20.21,3.54,26.5,75,70.0,1.5,Specific Gravity,All Grain,,,Blonde Ale,1.039
14668,14668,21.0,1.051,1.013,5.05,0.0,11.33,28.5,60,35.0,,Specific Gravity,BIAB,,,American IPA,1.038
14669,14669,12.0,1.065,1.018,6.19,47.09,10.39,16.0,60,70.0,3.0,Specific Gravity,All Grain,,,American IPA,1.0490000000000002
14670,14670,20.82,1.052,1.014,5.06,18.05,3.83,24.61,60,75.0,1.5,Specific Gravity,All Grain,,22.22,Witbier,1.044
14671,14671,43.53,1.08,1.016,8.44,135.69,5.1,54.89,90,70.0,1.5,Specific Gravity,All Grain,1.0,21.11,Imperial IPA,1.064
14672,14672,60.0,1.051,1.009,5.58,44.01,4.9,72.5,60,85.0,3.0,Specific Gravity,All Grain,,19.0,American Pale Ale,1.042
14673,14673,20.82,1.088,1.024,8.37,52.48,35.15,28.39,60,73.0,1.25,Specific Gravity,All Grain,0.75,20.0,American Brown Ale,1.064
14674,14674,24.0,1.058,1.014,5.84,49.59,25.63,32.0,90,76.0,3.0,Specific Gravity,All Grain,,20.0,American Brown Ale,1.044
14675,14675,21.77,1.055,1.013,5.67,35.62,12.67,25.55,60,70.0,,Specific Gravity,extract,1.0,20.0,American Amber Ale,1.047
14676,14676,28.0,12.667,2.46445,5.45,69.59,5.72,28.0,90,70.0,1.5,Plato,All Grain,,18.0,American IPA,12.7
14677,14677,20.82,1.06,1.015,5.94,69.22,6.12,28.39,60,85.0,1.5,Specific Gravity,All Grain,,,American IPA,1.044
14678,14678,18.93,1.044,1.011,4.34,0.0,8.44,13.25,90,35.0,0.5,Specific Gravity,All Grain,1.25,23.89,American IPA,1.063
14679,14679,20.5,1.071,1.019,6.84,82.44,8.94,25.0,60,70.0,,Specific Gravity,BIAB,,17.5,American IPA,1.0590000000000002
14680,14680,18.93,1.075,1.019,7.39,0.0,8.7,24.61,60,72.0,1.5,Specific Gravity,All Grain,,,American Light Lager,1.058
14681,14681,25.0,1.072,1.014,7.65,30.43,12.81,28.5,90,85.0,,Specific Gravity,All Grain,,20.0,American Pale Ale,1.063
14682,14682,18.93,1.065,1.013,6.89,32.64,7.24,19.68,60,73.0,1.5,Specific Gravity,All Grain,0.75,22.78,Saison,1.063
14683,14683,21.0,1.046,1.009,4.87,224.92,5.35,28.5,60,35.0,3.0,Specific Gravity,All Grain,0.35,25.0,American IPA,1.034
14684,14684,17.98,1.06,1.015,5.85,0.0,13.56,22.71,60,75.0,,Specific Gravity,All Grain,,,American Amber Ale,1.046
14685,14685,24.0,1.05,1.009,5.39,29.74,4.8,32.0,60,72.0,3.0,Specific Gravity,All Grain,0.75,18.0,American Pale Ale,1.038
14686,14686,41.64,1.061,1.014,6.14,76.11,4.82,49.21,60,80.0,1.5,Specific Gravity,All Grain,0.75,19.44,American IPA,1.052
14687,14687,12.0,1.048,1.008,5.21,48.43,13.41,18.0,60,60.0,3.0,Specific Gravity,All Grain,,21.0,American IPA,1.032
14688,14688,20.0,1.05,1.012,5.02,45.51,42.45,23.0,60,65.0,2.5,Specific Gravity,All Grain,0.35,19.0,American Stout,1.044
14689,14689,22.71,1.058,1.014,5.9,24.47,8.78,28.39,90,70.0,1.85,Specific Gravity,All Grain,0.75,23.89,American Light Lager,1.046
14690,14690,8.0,1.026,1.004,2.91,13.21,2.3,9.0,60,70.0,,Specific Gravity,BIAB,0.5,20.0,Witbier,1.023
14691,14691,21.77,1.058,1.011,6.19,60.21,8.29,28.39,60,84.0,1.5,Specific Gravity,All Grain,,,American IPA,1.045
14692,14692,20.82,1.078,1.017,8.03,215.7,6.1,26.5,90,70.0,1.3,Specific Gravity,All Grain,0.75,20.0,American IPA,1.055
14693,14693,22.71,1.0590000000000002,1.011,6.33,9.88,4.09,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.35,23.89,Saison,1.047
14694,14694,7.57,1.069,1.013,7.3,28.84,5.07,11.36,90,35.0,,Specific Gravity,Partial Mash,,,Witbier,1.046
14695,14695,41.64,1.068,1.013,7.2,74.64,4.13,49.21,60,75.0,1.5,Specific Gravity,All Grain,,17.22,American IPA,1.058
14696,14696,18.93,1.068,1.016,6.83,36.77,7.31,28.39,60,77.0,,Specific Gravity,All Grain,,,American Pale Ale,1.043
14697,14697,30.28,1.055,1.016,5.01,34.12,10.12,35.96,60,70.0,1.0,Specific Gravity,All Grain,,,Saison,1.046
14698,14698,18.93,1.06,1.01,6.49,108.93,4.44,18.93,60,35.0,,Specific Gravity,extract,0.35,21.11,American IPA,1.05
14699,14699,20.82,1.053,1.013,5.33,34.99,15.15,24.61,60,85.0,1.5,Specific Gravity,All Grain,0.75,18.33,American Amber Ale,1.045
